Order ID,Market,Date,Status,Customer,City,Zipcode,Revenue,Order Value,Order Count,Balance
EB-2921,EB,2022-03-01 0:00:00,fulfilled,Customer 1539,"El Cerrito, CA, USA",94530,65,65,1,-12
SF-2706,SF,2022-03-01 0:00:00,fulfilled,Customer 71,"San Francisco, CA, USA",94117,117,117,1,0
SF-2705,SF,2022-03-01 0:00:00,fulfilled,Customer 504,"San Francisco, CA, USA",94110,118,118,1,-15
EB-2920,EB,2022-03-01 0:00:00,fulfilled,Customer 72,"Berkeley, CA, USA",94709,107,107,1,-9
LA-2349,LA,2022-03-01 0:00:00,fulfilled,Customer 73,"Pacific Palisades, CA, USA",90272,107,107,1,0
LA-2348,LA,2022-03-01 0:00:00,fulfilled,Customer 74,"Los Angeles, CA, USA",90026,24,24,1,0
SF-2704,SF,2022-03-01 0:00:00,fulfilled,Customer 714,"SAN FRANCISCO, CA, USA",94121,69,69,1,-5
SF-2703,SF,2022-03-01 0:00:00,fulfilled,Customer 75,"San Francisco, CA, USA",94131,52,52,1,-3
EB-2919,EB,2022-03-01 0:00:00,fulfilled,Customer 675,"Albany, CA, USA",94706,40,40,1,0
EB-2918,EB,2022-03-01 0:00:00,fulfilled,Customer 76,"Berkeley, CA, USA",94705,144,144,1,-18
SF-2702,SF,2022-02-28 0:00:00,fulfilled,Customer 805,"SAN FRANCISCO, CA, USA",94107,61,61,1,-2
LA-2347,LA,2022-03-01 0:00:00,fulfilled,Customer 77,"Los Angeles, CA, USA",90012,47,47,1,0
EB-2917,EB,2022-03-01 0:00:00,fulfilled,Customer 599,"Richmond, CA, USA",94804,91,91,1,-2
EB-2916,EB,2022-02-28 0:00:00,unfulfilled,Customer 78,"Oakland, CA, USA",94618,10,10,1,0
SF-2701,SF,2022-02-28 0:00:00,fulfilled,Customer 1340,"San Francisco, CA, USA",94110,47,47,1,-1
EB-2915,EB,2022-02-28 0:00:00,fulfilled,Customer 79,"Oakland, CA, USA",94609,22,22,1,-2
LA-2346,LA,2022-03-01 0:00:00,fulfilled,Customer 1220,"Los Angeles, CA, USA",90066,95,95,1,0
EB-2914,EB,2022-03-01 0:00:00,fulfilled,Customer 80,"Piedmont, CA, USA",94611,167,167,1,-36
LA-2345,LA,2022-03-01 0:00:00,fulfilled,Customer 176,"Santa Monica, CA, USA",90405,143,143,1,0
SF-2700,SF,2022-03-01 0:00:00,fulfilled,Customer 81,"San Francisco, CA, USA",94117,78,78,1,0
LA-2344,LA,2022-02-28 0:00:00,started,Customer 82,"West Hollywood, CA, USA",90069,91,91,1,-5
SF-2699,SF,2022-02-28 0:00:00,fulfilled,Customer 58,"San Francisco, CA, USA",94117,69,69,1,-16
SF-2698,SF,2022-03-01 0:00:00,fulfilled,Customer 624,"San Francisco, CA, USA",94118,151,151,1,-7
SF-2697,SF,2022-02-28 0:00:00,fulfilled,Customer 84,"San Francisco, CA, USA",94102,73,73,1,-3
EB-2913,EB,2022-02-28 0:00:00,fulfilled,Customer 614,"Piedmont, CA, USA",94611,97,97,1,-5
EB-2912,EB,2022-03-01 0:00:00,fulfilled,Customer 21,"Emeryville, CA, USA",94608,36,36,1,-9
LA-2343,LA,2022-03-01 0:00:00,started,Customer 86,"Sherman Oaks, CA, USA",91423,173,173,1,0
EB-2911,EB,2022-02-28 0:00:00,fulfilled,Customer 87,"Oakland, CA, USA",94605,144,144,1,-19
LA-2342,LA,2022-02-28 0:00:00,started,Customer 1002,"Los Angeles, CA, USA",90046,51,51,1,0
EB-2910,EB,2022-02-28 0:00:00,fulfilled,Customer 88,"Alameda, CA, USA",94501,140,140,1,-7
EB-2909,EB,2022-02-28 0:00:00,fulfilled,Customer 89,"El Cerrito, CA, USA",94530,78,78,1,-27
SF-2696,SF,2022-02-28 0:00:00,fulfilled,Customer 90,"San Francisco, CA, USA",94118,61,61,1,-1
EB-2908,EB,2022-02-28 0:00:00,fulfilled,Customer 91,"Oakland, CA, USA",94619,294,294,1,-26
EB-2907,EB,2022-02-28 0:00:00,fulfilled,Customer 92,"Oakland, CA, USA",94607,56,56,1,-20
EB-2906,EB,2022-02-28 0:00:00,started,Customer 21,"Oakland, CA, USA",94608,158,158,1,-58
SF-2695,SF,2022-02-28 0:00:00,fulfilled,Customer 93,"San Francisco, CA, USA",94131,92,92,1,0
EB-2905,EB,2022-02-28 0:00:00,fulfilled,Customer 94,"Alameda, CA, USA",94502,82,82,1,0
SF-2694,SF,2022-02-28 0:00:00,fulfilled,Customer 95,"San Francisco, CA, USA",94118,41,41,1,-3
SF-2693,SF,2022-03-01 0:00:00,fulfilled,Customer 96,"San Francisco, CA, USA",94118,116,116,1,-3
EB-2904,EB,2022-03-01 0:00:00,fulfilled,Customer 97,"Berkeley, CA, USA",94707,61,61,1,0
LA-2341,LA,2022-03-01 0:00:00,fulfilled,Customer 98,"Los Angeles, CA, USA",90291,97,97,1,0
EB-2903,EB,2022-03-01 0:00:00,fulfilled,Customer 99,"El Cerrito, CA, USA",94530,64,64,1,-1
LA-2340,LA,2022-03-01 0:00:00,fulfilled,Customer 100,"Manhattan Beach, CA, USA",90266,72,72,1,0
EB-2902,EB,2022-03-01 0:00:00,started,Customer 101,"Berkeley, CA, USA",94709,42,42,1,0
SF-2692,SF,2022-02-28 0:00:00,started,Customer 357,"SAN FRANCISCO, CA, USA",94110,24,24,1,-8
EB-2901,EB,2022-02-28 0:00:00,fulfilled,Customer 102,"Oakland, CA, USA",94609,81,81,1,-2
SF-2691,SF,2022-03-01 0:00:00,fulfilled,Customer 103,"San Francisco, CA, USA",94122,50,50,1,0
LA-2339,LA,2022-02-28 0:00:00,fulfilled,Customer 104,"Los Angeles, CA, USA",90056,79,79,1,0
EB-2900,EB,2022-02-28 0:00:00,fulfilled,Customer 105,"Berkeley, CA, USA",94708,134,134,1,0
LA-2338,LA,2022-02-28 0:00:00,fulfilled,Customer 106,"Los Angeles, CA, USA",90034,49,49,1,0
EB-2899,EB,2022-02-28 0:00:00,started,Customer 107,"Oakland, CA, USA",94611,73,73,1,-7
EB-2898,EB,2022-02-28 0:00:00,started,Customer 108,"Oakland, CA, USA",94612,39,39,1,0
SF-2690,SF,2022-02-28 0:00:00,started,Customer 109,"San Francisco, CA, USA",94114,145,145,1,-21
SF-2689,SF,2022-02-28 0:00:00,fulfilled,Customer 110,"San Francisco, CA, USA",94133,77,77,1,-9
EB-2897,EB,2022-02-28 0:00:00,fulfilled,Customer 111,"Oakland, CA, CA, USA",94602,143,143,1,-11
SF-2688,SF,2022-02-28 0:00:00,fulfilled,Customer 112,"San Francisco, CA, USA",94117,62,62,1,-8
SF-2687,SF,2022-02-28 0:00:00,fulfilled,Customer 113,"San Francisco, CA, USA",94110,60,60,1,-3
SF-2686,SF,2022-02-28 0:00:00,fulfilled,Customer 114,"San Francisco, CA, USA",94117,70,70,1,-10
EB-2896,EB,2022-02-28 0:00:00,fulfilled,Customer 115,"Castro Valley, CA, USA",94546,101,101,1,-3
LA-2337,LA,2022-02-28 0:00:00,fulfilled,Customer 116,"Los Angeles, CA, USA",90026,92,92,1,0
LA-2336,LA,2022-02-28 0:00:00,fulfilled,Customer 117,"LOS ANGELES, CA, USA",90066,34,34,1,0
EB-2895,EB,2022-02-28 0:00:00,fulfilled,Customer 118,"Berkeley, CA, USA",94703,179,179,1,-18
LA-2335,LA,2022-02-28 0:00:00,fulfilled,Customer 117,"LOS ANGELES, CA, USA",90066,77,77,1,0
EB-2894,EB,2022-02-28 0:00:00,fulfilled,Customer 120,"Oakland, CA, USA",94603,212,212,1,-61
EB-2893,EB,2022-02-28 0:00:00,fulfilled,Customer 121,"CASTRO VALLEY, CA, USA",94546,86,86,1,0
EB-2892,EB,2022-02-28 0:00:00,started,Customer 122,"Oakland, CA, USA",94610,166,166,1,-8
SF-2685,SF,2022-02-28 0:00:00,fulfilled,Customer 123,"San Francisco, CA, USA",94114,94,94,1,-7
EB-2891,EB,2022-02-28 0:00:00,fulfilled,Customer 124,"Berkeley, CA, USA",94709,93,93,1,0
SF-2684,SF,2022-02-28 0:00:00,started,Customer 125,"San Francisco, CA, USA",94121,106,106,1,-4
EB-2890,EB,2022-02-28 0:00:00,fulfilled,Customer 126,"El Cerrito, CA, USA",94530,64,64,1,0
SF-2683,SF,2022-02-28 0:00:00,started,Customer 127,"San Francisco, CA, USA",94117,278,278,1,-33
EB-2889,EB,2022-02-28 0:00:00,fulfilled,Customer 128,"Oakland, CA, USA",94610,248,248,1,0
SF-2682,SF,2022-02-28 0:00:00,started,Customer 129,"SAN FRANCISCO, CA, USA",94131,105,105,1,-6
EB-2888,EB,2022-02-28 0:00:00,started,Customer 130,"Alameda, CA, USA",94501,76,76,1,-25
EB-2887,EB,2022-02-28 0:00:00,started,Customer 131,"Berkeley, CA, USA",94702,69,69,1,-7
SF-2681,SF,2022-02-28 0:00:00,fulfilled,Customer 132,"San Francisco, CA, USA",94110,51,51,1,0
SF-2680,SF,2022-02-28 0:00:00,started,Customer 133,"SAN FRANCISCO, CA, USA",94131,125,125,1,-4
EB-2886,EB,2022-02-28 0:00:00,fulfilled,Customer 134,"Alameda, CA, USA",94501,57,57,1,0
SF-2679,SF,2022-02-28 0:00:00,fulfilled,Customer 135,"San Francisco, CA, USA",94109,77,77,1,-4
LA-2334,LA,2022-02-28 0:00:00,fulfilled,Customer 136,"Los Angeles, CA, USA",91423,92,92,1,0
SF-2678,SF,2022-02-28 0:00:00,fulfilled,Customer 137,"San Francisco, CA, USA",94117,30,30,1,0
LA-2333,LA,2022-02-28 0:00:00,fulfilled,Customer 138,"Los Angeles, CA, USA",90027,96,96,1,0
SF-2677,SF,2022-02-28 0:00:00,started,Customer 69,"San Francisco, CA, USA",94114,56,56,1,-8
SF-2676,SF,2022-02-28 0:00:00,fulfilled,Customer 140,"San Francisco, CA, USA",94109,143,143,1,0
EB-2885,EB,2022-02-28 0:00:00,started,Customer 141,"Piedmont, CA, USA",94610,153,153,1,-28
SF-2675,SF,2022-02-28 0:00:00,started,Customer 142,"San Francisco, CA, USA",94117,155,155,1,-16
LA-2332,LA,2022-02-28 0:00:00,fulfilled,Customer 143,"Los Angeles, CA, USA",90027,124,124,1,0
LA-2331,LA,2022-02-28 0:00:00,fulfilled,Customer 144,"Santa Monica, CA, USA",90404,76,76,1,0
LA-2330,LA,2022-02-28 0:00:00,fulfilled,Customer 1003,"Los Angeles, CA, USA",90036,94,94,1,0
SF-2674,SF,2022-02-28 0:00:00,started,Customer 145,"San Francisco, CA, USA",94121,143,143,1,0
SF-2673,SF,2022-02-28 0:00:00,started,Customer 146,"San Francisco, CA, USA",94131,66,66,1,-1
EB-2884,EB,2022-02-28 0:00:00,fulfilled,Customer 147,"San Leandro, CA, USA",94577,61,61,1,0
EB-2883,EB,2022-02-28 0:00:00,fulfilled,Customer 148,"Berkeley, CA, USA",94709,52,52,1,0
EB-2882,EB,2022-02-28 0:00:00,fulfilled,Customer 149,"Berkeley, CA, USA",94702,42,42,1,0
LA-2329,LA,2022-02-28 0:00:00,fulfilled,Customer 150,"Los Angeles, CA, USA",90018,69,69,1,0
SF-2672,SF,2022-02-28 0:00:00,fulfilled,Customer 151,"San Francisco, CA, USA",94124,79,79,1,0
LA-2328,LA,2022-02-28 0:00:00,fulfilled,Customer 152,"Los Angeles, CA, USA",90066,49,49,1,0
SF-2671,SF,2022-02-28 0:00:00,fulfilled,Customer 153,"San Francisco, CA, USA",94117,59,59,1,0
EB-2881,EB,2022-02-28 0:00:00,fulfilled,Customer 783,"Albany, CA, USA",94706,46,46,1,0
EB-2880,EB,2022-02-28 0:00:00,fulfilled,Customer 154,"Oakland, CA, USA",94608,155,155,1,0
LA-2327,LA,2022-02-28 0:00:00,fulfilled,Customer 743,"Santa Monica, CA, USA",90405,27,27,1,0
SF-2670,SF,2022-02-28 0:00:00,fulfilled,Customer 155,"San Francisco, CA, USA",94131,59,59,1,0
EB-2879,EB,2022-02-28 0:00:00,fulfilled,Customer 21,"Delivering from Zero East Bay, CA, USA",94710,49,49,1,0
SF-2669,SF,2022-02-28 0:00:00,started,Customer 157,"San Francisco, CA, USA",94122,108,108,1,-4
LA-2326,LA,2022-02-28 0:00:00,fulfilled,Customer 158,"Los Angeles, CA, USA",90027,22,22,1,0
EB-2878,EB,2022-02-28 0:00:00,started,Customer 159,"Oakland, CA, USA",94606,119,119,1,-12
LA-2325,LA,2022-02-28 0:00:00,fulfilled,Customer 160,"Beverly Hills, CA, USA",90210,95,95,1,0
SF-2668,SF,2022-02-28 0:00:00,fulfilled,Customer 161,"San Francisco, CA, USA",94121,27,27,1,0
LA-2324,LA,2022-02-28 0:00:00,fulfilled,Customer 960,"Los Angeles, CA, USA",90024,50,50,1,0
LA-2323,LA,2022-02-28 0:00:00,fulfilled,Customer 162,"Santa Monica, CA, USA",90404,1,1,1,0
LA-2322,LA,2022-02-28 0:00:00,fulfilled,Customer 163,"Los Angeles, CA, USA",90008,47,47,1,0
SF-2667,SF,2022-02-28 0:00:00,fulfilled,Customer 164,"San Francisco, CA, USA",94114,61,61,1,0
EB-2877,EB,2022-02-28 0:00:00,fulfilled,Customer 165,"Oakland, CA, USA",94608,134,134,1,-8
EB-2876,EB,2022-02-28 0:00:00,started,Customer 166,"Berkeley, CA, USA",94708,44,44,1,-7
SF-2666,SF,2022-02-28 0:00:00,fulfilled,Customer 167,"San Francisco, CA, USA",94114,46,46,1,0
EB-2875,EB,2022-02-28 0:00:00,started,Customer 168,"Oakland, CA, USA",94602,119,119,1,-15
EB-2874,EB,2022-02-28 0:00:00,fulfilled,Customer 169,"Berkeley, CA, USA",94702,75,75,1,-6
LA-2321,LA,2022-02-28 0:00:00,started,Customer 170,"Los Angeles, CA, USA",90004,105,105,1,2
EB-2873,EB,2022-02-28 0:00:00,fulfilled,Customer 171,"El Sobrante, CA, USA",94803,281,281,1,0
EB-2872,EB,2022-02-27 0:00:00,started,Customer 172,"BERKELEY, CA, USA",94704,46,46,1,-4
LA-2320,LA,2022-02-28 0:00:00,started,Customer 173,"Los Angeles, CA, USA",90038,75,75,1,-5
SF-2665,SF,2022-02-28 0:00:00,fulfilled,Customer 174,"San Francisco, CA, USA",94109,24,24,1,0
EB-2871,EB,2022-02-28 0:00:00,fulfilled,Customer 175,"Oakland, CA, USA",94618,128,128,1,-13
LA-2319,LA,2022-02-28 0:00:00,fulfilled,Customer 176,"Santa Monica, CA, USA",90405,166,166,1,0
LA-2318,LA,2022-02-28 0:00:00,fulfilled,Customer 177,"Los Angeles, CA, USA",90036,91,91,1,0
EB-2870,EB,2022-02-28 0:00:00,fulfilled,Customer 178,"Oakland, CA, USA",94607,189,189,1,0
SF-2664,SF,2022-02-28 0:00:00,started,Customer 179,"SAN FRANCISCO, CA, USA",94115,40,40,1,-6
EB-2869,EB,2022-02-28 0:00:00,started,Customer 21,"Berkeley, CA, USA",94710,52,52,1,-12
SF-2663,SF,2022-02-27 0:00:00,started,Customer 181,"San Francisco, CA, USA",94114,87,87,1,-11
SF-2662,SF,2022-02-28 0:00:00,fulfilled,Customer 182,"San Francisco, CA, USA",94105,31,31,1,0
LA-2317,LA,2022-02-27 0:00:00,started,Customer 183,"Los Angeles, CA, USA",90066,81,81,1,-8
EB-2868,EB,2022-02-27 0:00:00,fulfilled,Customer 184,"Alameda, CA, USA",94501,161,161,1,-7
SF-2661,SF,2022-02-28 0:00:00,fulfilled,Customer 604,"San Francisco, CA, USA",94133,64,64,1,0
SF-2660,SF,2022-02-28 0:00:00,fulfilled,Customer 185,"San Francisco, CA, USA",94121,126,126,1,-13
SF-2659,SF,2022-02-28 0:00:00,fulfilled,Customer 186,"San Francisco, CA, USA",94123,25,25,1,0
EB-2867,EB,2022-02-27 0:00:00,fulfilled,Customer 187,"Berkeley, CA, USA",94708,196,196,1,-32
EB-2866,EB,2022-02-27 0:00:00,started,Customer 188,"El Cerrito, CA, USA",94530,26,26,1,-8
SF-2658,SF,2022-02-28 0:00:00,started,Customer 189,"San francisco, CA, USA",94131,113,113,1,-3
EB-2865,EB,2022-02-28 0:00:00,fulfilled,Customer 190,"El Cerrito, CA, USA",94530,47,47,1,0
LA-2316,LA,2022-02-27 0:00:00,started,Customer 191,"Studio City , CA, USA",91604,169,169,1,-4
SF-2657,SF,2022-02-27 0:00:00,fulfilled,Customer 931,"San Francisco, CA, USA",94102,58,58,1,-2
LA-2315,LA,2022-02-28 0:00:00,fulfilled,Customer 192,"Los Angeles, CA, USA",90004,100,100,1,0
EB-2864,EB,2022-02-28 0:00:00,fulfilled,Customer 193,"Richmond, CA, USA",94804,108,108,1,-3
LA-2314,LA,2022-02-27 0:00:00,fulfilled,Customer 194,"Los Angeles, CA, USA",90018,78,78,1,5
LA-2313,LA,2022-02-28 0:00:00,fulfilled,Customer 195,"Los Angeles, CA, USA",90068,84,84,1,0
EB-2863,EB,2022-02-28 0:00:00,fulfilled,Customer 196,"Oakland, CA, USA",94601,35,35,1,-11
LA-2312,LA,2022-02-28 0:00:00,fulfilled,Customer 197,"Los Angeles, CA, USA",90027,117,117,1,0
SF-2656,SF,2022-02-27 0:00:00,started,Customer 198,"San Francisco, CA, USA",94109,111,111,1,-5
SF-2655,SF,2022-02-27 0:00:00,started,Customer 199,"San Francisco, CA, USA",94102,50,50,1,-27
LA-2311,LA,2022-02-28 0:00:00,fulfilled,Customer 21,"Los Angeles, CA, USA",90024,27,27,1,0
SF-2654,SF,2022-02-27 0:00:00,started,Customer 95,"San Francisco, CA, USA",94118,40,40,1,-7
EB-2862,EB,2022-02-28 0:00:00,fulfilled,Customer 202,"Oakland, CA, USA",94601,50,50,1,0
EB-2861,EB,2022-02-28 0:00:00,started,Customer 203,"Oakland, CA, USA",94611,95,95,1,-5
EB-2860,EB,2022-02-27 0:00:00,fulfilled,Customer 204,"Oakland, CA, USA",94607,109,109,1,0
SF-2653,SF,2022-02-27 0:00:00,fulfilled,Customer 205,"San Francisco, CA, USA",94115,199,199,1,-11
SF-2652,SF,2022-02-27 0:00:00,started,Customer 206,"San Francisco, CA, USA",94121,149,149,1,-16
EB-2859,EB,2022-02-27 0:00:00,fulfilled,Customer 207,"Oakland, CA, USA",94609,59,59,1,-10
EB-2858,EB,2022-02-27 0:00:00,fulfilled,Customer 208,"Albany, CA, USA",94706,40,40,1,0
EB-2857,EB,2022-02-27 0:00:00,fulfilled,Customer 80,"Piedmont, CA, USA",94611,44,44,1,0
SF-2651,SF,2022-02-27 0:00:00,fulfilled,Customer 209,"San Francisco, CA, USA",94131,109,109,1,-6
SF-2650,SF,2022-02-27 0:00:00,started,Customer 210,"SAN FRANCISCO, CA, USA",94107,83,83,1,-12
SF-2649,SF,2022-02-27 0:00:00,fulfilled,Customer 41,"San Francisco, CA, USA",94110,96,96,1,-6
LA-2310,LA,2022-02-27 0:00:00,fulfilled,Customer 212,"Los Angeles, CA, USA",90045,120,120,1,0
EB-2856,EB,2022-02-27 0:00:00,started,Customer 213,"Alameda, CA, USA",94501,160,160,1,0
EB-2855,EB,2022-02-27 0:00:00,fulfilled,Customer 214,"Oakland, CA, USA",94602,176,176,1,-14
EB-2854,EB,2022-02-27 0:00:00,fulfilled,Customer 215,"Berkeley, CA, USA",94703,25,25,1,0
EB-2853,EB,2022-02-27 0:00:00,fulfilled,Customer 436,"Albany, CA, USA",94706,82,82,1,-11
